7.62515,-82.457,-82.8368,-6.0081,242.0,
7.74919,-83.8496,-84.989,-3.4677,224.0,
7.875188,-82.7102,-83.2166,-5.6452,240.0,
7.999177,-84.1028,-85.2422,-3.2258,222.0,
8.189192,-82.9634,-83.8496,-4.5565,233.0,
8.312261,-82.457,-83.3432,-5.1613,233.0,
8.436725,-83.9762,-84.8624,-3.8306,227.0,
8.563654,-83.4698,-84.356,-4.1935,227.0,
8.752281,-83.2166,-84.2294,-4.3145,231.0,
8.874688,-81.9506,-82.3304,-6.4919,246.0,
9.06293,-81.6974,-82.9634,-5.2823,237.0,
9.187734,-83.09,-83.9762,-4.5565,232.0,
9.376776,-80.4314,-80.9378,-7.5806,254.0,
9.49978,-83.2166,-84.4826,-3.9516,229.0,
9.687599,-82.3304,-83.2166,-5.2823,238.0,
9.812717,-82.3304,-83.3432,-5.1613,234.0,
10.001611,-82.7102,-83.723,-4.7984,236.0,
10.186697,-81.9506,-82.8368,-5.6452,241.0,
10.375787,-79.7984,-80.3048,-8.1855,259.0,
10.50172,-82.5836,-83.723,-4.6774,236.0,
10.687728,-81.824,-82.8368,-5.7661,243.0,
10.876689,-80.0516,-80.8112,-7.3387,251.0,
11.062494,-81.5708,-82.5836,-5.6452,242.0,
11.250747,-81.824,-82.8368,-5.5242,241.0,
11.439703,-79.7984,-80.4314,-8.1855,260.0,
11.624376,-79.4186,-80.1782,-8.1855,261.0,
11.814265,-81.5708,-82.8368,-5.2823,241.0,
11.998377,-81.6974,-82.7102,-5.5242,241.0,
12.18879,-79.925,-80.4314,-8.1855,260.0,
12.374778,-79.4186,-80.1782,-8.3065,260.0,
12.564371,-81.5708,-82.8368,-5.2823,241.0,
12.750362,-81.5708,-82.457,-5.8871,243.0,
12.938735,-79.5452,-80.1782,-8.4274,261.0,
13.125288,-79.6718,-80.6846,-7.4597,253.0,
13.314211,-81.6974,-82.8368,-5.4032,241.0,
13.499311,-81.6974,-82.7102,-5.6452,242.0,
13.688789,-79.5452,-80.0516,-8.5484,261.0,
13.874793,-79.5452,-80.4314,-7.8226,256.0,
14.065074,-81.5708,-82.8368,-5.5242,243.0,
14.249703,-81.4442,-82.457,-5.8871,244.0,
14.439152,-79.292,-79.925,-8.6694,262.0,
14.623713,-79.6718,-80.6846,-7.4597,254.0,
14.812298,-81.5708,-82.7102,-5.5242,241.0,
14.999191,-81.5708,-82.457,-5.8871,244.0,
15.189189,-79.4186,-79.925,-8.5484,261.0,
15.374626,-80.1782,-81.191,-6.9758,250.0,
15.56284,-81.6974,-82.8368,-5.5242,241.0,
15.749179,-81.4442,-82.3304,-6.0081,244.0,
15.938379,-79.4186,-79.925,-8.5484,261.0,
16.125779,-81.0644,-82.3304,-5.8871,244.0,
16.250857,-81.9506,-82.7102,-6.0081,245.0,
16.437785,-79.7984,-80.558,-7.9435,258.0,
16.561713,-82.8368,-84.1028,-4.3145,232.0,
16.688307,-81.191,-81.6974,-6.8548,245.0,
16.87439,-81.824,-82.9634,-5.4032,238.0,
17.001381,-82.2038,-82.7102,-6.0081,244.0,
17.188567,-80.3048,-81.0644,-7.3387,251.0,
17.312515,-83.2166,-84.4826,-3.9516,229.0,
17.436711,-81.5708,-82.0772,-6.7339,246.0,
17.563641,-83.8496,-84.8624,-3.5887,227.0,
17.75229,-81.0644,-81.5708,-6.9758,251.0,
17.875721,-83.09,-84.356,-4.0726,230.0,
18.000809,-82.8368,-83.4698,-5.4032,239.0,
18.187715,-80.6846,-81.3176,-7.0968,251.0,
18.314762,-83.09,-84.356,-4.1935,231.0,
18.437795,-81.5708,-82.0772,-6.4919,243.0,
18.624789,-82.7102,-83.8496,-4.5565,233.0,
18.751342,-81.824,-82.3304,-6.4919,246.0,
18.874388,-83.3432,-84.4826,-3.9516,228.0,
19.002193,-81.9506,-82.3304,-6.371,244.0,
19.188782,-81.3176,-82.3304,-6.0081,241.0,
19.313712,-83.4698,-84.356,-4.0726,230.0,
19.502344,-80.558,-81.191,-7.4597,253.0,
19.688364,-80.4314,-81.4442,-6.7339,247.0,
19.812266,-83.2166,-84.2294,-4.1935,231.0,
20.002228,-80.4314,-80.9378,-7.7016,254.0,
20.188638,-80.558,-81.5708,-6.7339,247.0,
20.374513,-81.824,-82.9634,-5.4032,240.0,
20.562407,-81.9506,-82.9634,-5.5242,241.0,
20.749318,-80.9378,-81.6974,-6.9758,253.0,
20.938191,-80.558,-81.6974,-6.4919,246.0,
21.126084,-81.6974,-82.8368,-5.5242,241.0,
21.311978,-81.824,-82.7102,-5.6452,242.0,
21.50125,-79.5452,-80.0516,-8.4274,261.0,
21.68778,-79.925,-80.9378,-7.2177,252.0,
21.875226,-81.5708,-82.7102,-5.5242,241.0,
22.063687,-81.4442,-82.3304,-6.129,245.0,
22.188778,-81.4442,-82.3304,-6.129,241.0,
22.376232,-82.2038,-83.2166,-5.1613,238.0,
22.499644,-81.5708,-82.0772,-6.7339,249.0,
22.687775,-80.558,-81.5708,-6.6129,246.0,
22.813707,-82.7102,-83.723,-4.9194,236.0,
22.938702,-82.457,-83.3432,-5.0403,233.0,
23.12477,-82.7102,-83.5964,-4.7984,234.0,
23.25171,-81.0644,-81.5708,-7.2177,249.0,
23.437777,-81.0644,-82.0772,-6.25,244.0,
23.624715,-82.2038,-83.3432,-4.9194,236.0,
23.750662,-80.9378,-81.3176,-7.3387,252.0,
23.93772,-80.9378,-81.9506,-6.371,244.0,
24.12511,-82.2038,-83.3432,-5.0403,237.0,
24.312233,-81.824,-82.7102,-5.6452,241.0,
24.501328,-79.6718,-80.1782,-8.3065,260.0,
24.689175,-81.3176,-82.5836,-5.6452,243.0,
24.876248,-81.824,-82.8368,-5.4032,240.0,
25.063744,-81.191,-81.824,-6.7339,251.0,
25.25104,-79.4186,-80.0516,-8.4274,262.0,
25.437535,-80.3048,-81.5708,-6.6129,247.0,
25.624704,-81.5708,-82.7102,-5.6452,241.0,
25.812287,-81.4442,-82.3304,-6.0081,244.0,
25.999774,-79.5452,-80.1782,-8.4274,261.0,
26.188387,-81.0644,-82.2038,-5.8871,244.0,
26.37674,-81.6974,-82.7102,-5.6452,242.0,
26.562687,-81.3176,-82.2038,-6.129,245.0,
26.750581,-79.4186,-79.925,-8.5484,262.0,
26.937704,-80.558,-81.824,-6.371,246.0,
27.124249,-81.6974,-82.7102,-5.6452,241.0,
27.312219,-81.3176,-82.2038,-6.129,245.0,
27.501327,-79.4186,-79.925,-8.5484,261.0,
27.688717,-81.191,-82.457,-5.7661,244.0,
27.875771,-81.6974,-82.7102,-5.5242,241.0,
28.063487,-80.8112,-81.5708,-7.0968,254.0,
28.250671,-79.292,-80.0516,-8.4274,261.0,
28.43969,-81.3176,-82.5836,-5.5242,243.0,
28.62538,-81.6974,-82.7102,-5.5242,241.0,
28.812213,-81.3176,-82.2038,-6.25,246.0,
28.999771,-79.5452,-80.0516,-8.4274,261.0,
29.188524,-81.3176,-82.5836,-5.6452,243.0,
29.376811,-81.5708,-82.5836,-5.7661,244.0,
29.56268,-81.191,-82.2038,-6.25,248.0,
29.752303,-79.7984,-80.6846,-7.4597,252.0,
